brand,region,sales
Nissan,Srilanka,640
Toyota,India,642
Mercury,Australia,930
Mercury,Srilanka,618
Mercedes-Benz,India,909
Buick,Australia,689
Nissan,Srilanka,931
Pontiac,India,951
Chevrolet,Australia,857
Audi,Srilanka,747
Maybach,India,597
Dodge,Australia,770
BMW,Srilanka,586
Hyundai,India,648
Ferrari,Australia,696
Pontiac,Srilanka,546
Ford,India,584
Plymouth,Australia,922
Mitsubishi,Srilanka,934
Volvo,India,965
Pontiac,South Africa,1000
Lincoln,America,886
Lincoln,Ireland,563
Hyundai,Poland,766
Toyota,South Africa,890
Dodge,America,714
GMC,Ireland,768
Dodge,Poland,704
Mercury,South Africa,741
Pontiac,America,713
Nissan,Ireland,667
Oldsmobile,Poland,969
Toyota,South Africa,887
Ford,America,512
Mitsubishi,Ireland,685
Ford,Poland,674
Mitsubishi,South Africa,739
Mercedes-Benz,America,997
Dodge,Ireland,754
Chevrolet,Poland,893
Volkswagen,South Africa,708
Land Rover,America,653
GMC,Ireland,508
Volkswagen,Poland,580
Chevrolet,South Africa,930
Mitsubishi,America,731
Audi,Ireland,642
Mercedes-Benz,Poland,790
Buick,South Africa,576
Mercury,America,968
Chevrolet,Ireland,613
Land Rover,Poland,816
Lexus,South Africa,531
Isuzu,America,923
Volkswagen,Ireland,578
Mercedes-Benz,Poland,836
Suzuki,South Africa,672
Toyota,America,726
Oldsmobile,Ireland,797
Mazda,Poland,529
Jaguar,South Africa,559
Acura,America,974
Ford,Ireland,669
MINI,Poland,545
Kia,South Africa,588
Maserati,America,993
Suzuki,Ireland,1000
Nissan,Poland,600
Mitsubishi,South Africa,688
Mazda,India,740
Land Rover,Australia,617
Jeep,Srilanka,587
Ford,India,734
Volvo,Australia,634
Aptera,Srilanka,619
Nissan,India,638
Ford,Australia,713
Chrysler,Srilanka,912
Volvo,India,836
Chrysler,Australia,521
GMC,Srilanka,617
Cadillac,India,858
GMC,Australia,718
Jeep,Srilanka,620
GMC,India,552
Suzuki,Australia,755
Volkswagen,Srilanka,765
Mazda,India,715
Lexus,Australia,943
Mazda,Srilanka,684
Ford,India,542
Ford,South Africa,616
Pontiac,America,780
Bentley,Ireland,842
Dodge,Poland,518
Toyota,South Africa,756
Ford,America,774
Jeep,Ireland,860
Mazda,Poland,759
Ford,South Africa,711
Volkswagen,America,755
Cadillac,Ireland,594
Volkswagen,Poland,605
Infiniti,South Africa,538
Ford,America,804
GMC,Ireland,906
Nissan,Poland,990
Acura,South Africa,995
Dodge,America,725
Ford,Ireland,623
Jaguar,Poland,625
Saab,South Africa,642
Chrysler,America,522
Ford,Ireland,992
Honda,Poland,967
GMC,South Africa,684
Mitsubishi,America,537
Hyundai,Ireland,794
Mercedes-Benz,Poland,810
Toyota,South Africa,870
Nissan,America,780
Mercedes-Benz,Ireland,537
GMC,Poland,722
Mazda,South Africa,669
Mercedes-Benz,America,913
Suzuki,Ireland,695
Ford,Poland,783
Volkswagen,South Africa,916
Ford,America,754
Hyundai,Ireland,541
Volkswagen,Poland,741
GMC,South Africa,946
Suzuki,America,590
Volvo,Ireland,576
Dodge,Poland,759
Chevrolet,South Africa,724
Dodge,America,869
GMC,Ireland,679
BMW,Poland,569
BMW,South Africa,855
Ford,India,986
Acura,Australia,653
BMW,Srilanka,710
Audi,India,571
Toyota,Australia,936
Land Rover,Srilanka,543
Infiniti,India,601
Volvo,Australia,574
Mercedes-Benz,Srilanka,880
Lotus,India,567
Chrysler,Australia,531
GMC,Srilanka,980
Pontiac,India,939
Ford,Australia,860
GMC,Srilanka,580
Honda,India,998
Cadillac,Australia,895
Porsche,Srilanka,848
Saturn,India,884
Chevrolet,Australia,769
GMC,Srilanka,729
Buick,India,622
Volvo,South Africa,886
BMW,America,552
Jeep,Ireland,718
Toyota,Poland,880
Pontiac,South Africa,712
BMW,America,506
Kia,Ireland,657
Mercury,Poland,536
Nissan,South Africa,584
Buick,America,756
Infiniti,Ireland,672
Ford,Poland,579
Jaguar,South Africa,981
Chevrolet,America,599
Mazda,Ireland,512
Chevrolet,Poland,767
Volvo,South Africa,963
BMW,America,584
Geo,Ireland,932
Suzuki,Poland,500
Honda,South Africa,994
Lincoln,America,927
Volvo,Ireland,689
Lexus,Poland,795
Hummer,South Africa,756
Lincoln,America,558
Dodge,Ireland,518
Volvo,Poland,979
Maserati,South Africa,622
Mitsubishi,America,733
Studebaker,Ireland,509
Mitsubishi,Poland,880
Ford,South Africa,729
Porsche,America,543
Jaguar,Ireland,512
Holden,Poland,619
Pontiac,South Africa,775
Nissan,America,610
Honda,Ireland,937
Lotus,Poland,926
Mercury,South Africa,930
Kia,America,935
Subaru,Ireland,633
Maserati,Poland,670
Chevrolet,South Africa,938
Suzuki,America,970
Chevrolet,Ireland,682
Audi,Poland,629
Honda,South Africa,724
Lincoln,India,896
Lamborghini,Australia,801
Suzuki,Srilanka,906
Mercedes-Benz,India,918
BMW,Australia,568
Dodge,Srilanka,751
Pontiac,India,599
Infiniti,Australia,566
Toyota,Srilanka,764
Volvo,India,785
Jaguar,Australia,538
Volkswagen,Srilanka,592
Chrysler,India,589
Chevrolet,Australia,708
Toyota,Srilanka,825
Oldsmobile,India,643
Dodge,Australia,970
Dodge,Srilanka,920
Suzuki,India,775
Ford,Australia,617
GMC,Srilanka,778
Audi,India,887
Jaguar,South Africa,560
BMW,America,661
GMC,Ireland,722
Ford,Poland,872
Ford,South Africa,732
Lexus,America,725
Mercury,Ireland,992
Dodge,Poland,891
Ford,South Africa,916
Ford,America,605
Mazda,Ireland,918
Audi,Poland,931
Infiniti,South Africa,741
BMW,America,929
Ford,Ireland,780
Chevrolet,Poland,633
Saturn,South Africa,851
Ford,America,925
Ford,Ireland,579
Suzuki,Poland,891
GMC,South Africa,886
Ford,America,620
Mitsubishi,Ireland,885
GMC,Poland,683
Audi,South Africa,649
Acura,America,960
Honda,Ireland,956
Dodge,Poland,860
Ford,South Africa,670
Audi,America,733
GMC,Ireland,649
Pontiac,Poland,551
Toyota,South Africa,726
Volvo,America,794
Scion,Ireland,995
Plymouth,Poland,635
Subaru,South Africa,749
Ford,America,690
Mazda,Ireland,930
Audi,Poland,934
BMW,South Africa,504
Lexus,America,794
Ford,Ireland,933
Buick,Poland,615
Jeep,South Africa,822
Kia,America,851
Toyota,Ireland,594
Oldsmobile,Poland,701
Jeep,South Africa,709
Subaru,India,607
Honda,Australia,783
Honda,Srilanka,854
Saab,India,712
Buick,Australia,902
Toyota,Srilanka,935
Subaru,India,642
Chevrolet,Australia,934
GMC,Srilanka,889
Fillmore,India,800
Toyota,Australia,828
Dodge,Srilanka,995
Chevrolet,India,891
Pontiac,Australia,900
Hummer,Srilanka,820
Mitsubishi,India,778
Toyota,Australia,603
Ferrari,Srilanka,539
Bentley,India,798
BMW,Australia,686
Aston Martin,Srilanka,673
Cadillac,India,1000
Buick,South Africa,805
Hyundai,America,839
Ford,Ireland,764
Audi,Poland,791
Dodge,South Africa,838
Chevrolet,America,547
Cadillac,Ireland,810
Lincoln,Poland,622
Plymouth,South Africa,832
Jaguar,America,750
Mercedes-Benz,Ireland,821
Subaru,Poland,687
Mitsubishi,South Africa,712
Chevrolet,America,525
Dodge,Ireland,796
Jeep,Poland,893
Land Rover,South Africa,707
Maserati,America,564
Hyundai,Ireland,584
GMC,Poland,781
Mitsubishi,South Africa,546
Ford,America,516
Honda,Ireland,559
Honda,Poland,852
Pontiac,South Africa,953
Mitsubishi,America,555
Pontiac,Ireland,919
Audi,Poland,860
Lamborghini,South Africa,639
Chevrolet,America,1000
Hyundai,Ireland,659
Chevrolet,Poland,982
Nissan,South Africa,562
BMW,America,587
Acura,Ireland,578
Nissan,Poland,729
Chevrolet,South Africa,824
Honda,America,582
Hyundai,Ireland,898
Buick,Poland,979
Mercedes-Benz,South Africa,980
Chrysler,America,751
Dodge,Ireland,993
Ford,Poland,769
Suzuki,South Africa,962
Mitsubishi,America,535
Mercury,Ireland,937
Infiniti,Poland,699
Honda,South Africa,982
Mitsubishi,India,856
Buick,Australia,687
Porsche,Srilanka,898
Jaguar,India,750
Saab,Australia,611
Pontiac,Srilanka,589
Dodge,India,656
Buick,Australia,938
Hummer,Srilanka,662
Ford,India,850
Volvo,Australia,526
Volvo,Srilanka,854
Subaru,India,527
Dodge,Australia,799
Mercedes-Benz,Srilanka,725
Porsche,India,965
Nissan,Australia,534
Mercedes-Benz,Srilanka,650
Nissan,India,599
Subaru,Australia,529
Holden,Srilanka,935
GMC,India,987
Plymouth,South Africa,550
Mazda,America,552
Chevrolet,Ireland,986
Nissan,Poland,904
Land Rover,South Africa,579
Buick,America,979
Audi,Ireland,534
Aston Martin,Poland,856
Mitsubishi,South Africa,828
Toyota,America,619
Subaru,Ireland,660
Toyota,Poland,740
Volkswagen,South Africa,716
Volkswagen,America,892
Saturn,Ireland,879
Subaru,Poland,721
Mazda,South Africa,672
Suzuki,America,546
Dodge,Ireland,850
Jeep,Poland,862
Honda,South Africa,775
Ford,America,575
Acura,Ireland,999
Buick,Poland,512
Bentley,South Africa,920
Saab,America,976
Hyundai,Ireland,561
Land Rover,Poland,655
GMC,South Africa,552
Mazda,America,960
Volvo,Ireland,784
Chrysler,Poland,700
Dodge,South Africa,611
Mazda,America,724
Dodge,Ireland,782
Saab,Poland,784
Volkswagen,South Africa,617
Toyota,America,988
Buick,Ireland,727
Ford,Poland,945
Lexus,South Africa,782
Buick,America,684
Chevrolet,Ireland,744
Ford,Poland,768
Ford,South Africa,746
Acura,America,556
Chrysler,Ireland,963
Mitsubishi,Poland,644
Honda,South Africa,667
Ford,India,836
Mazda,Australia,722
Toyota,Srilanka,765
Plymouth,India,861
Ford,Australia,641
Subaru,Srilanka,545
Honda,India,872
Mazda,Australia,724
Toyota,Srilanka,898
Cadillac,India,551
Lincoln,Australia,550
BMW,Srilanka,670
Jaguar,India,528
Kia,Australia,797
Isuzu,Srilanka,871
Dodge,India,821
Cadillac,Australia,578
Ford,Srilanka,512
Porsche,India,693
Infiniti,Australia,746
Holden,Srilanka,641
GMC,India,766
GMC,South Africa,793
Ford,America,902
Honda,Ireland,544
Porsche,Poland,746
Jeep,South Africa,788
BMW,America,768
Chevrolet,Ireland,535
Nissan,Poland,981
Land Rover,South Africa,898
Subaru,America,788
Chevrolet,Ireland,653
Mazda,Poland,858
Honda,South Africa,562
Ford,America,845
Acura,Ireland,845
Nissan,Poland,927
Land Rover,South Africa,967
Pontiac,America,935
GMC,Ireland,925
Saab,Poland,645
Ford,South Africa,837
Land Rover,America,635
Volkswagen,Ireland,671
Pontiac,Poland,501
Porsche,South Africa,500
Chevrolet,America,657
Volkswagen,Ireland,764
Dodge,Poland,655
Mercedes-Benz,South Africa,974
Suzuki,America,744
Ford,Ireland,680
Ford,Poland,735
GMC,South Africa,769
BMW,America,768
Ferrari,Ireland,936
Ford,Poland,878
Dodge,South Africa,779
Mazda,America,978
Hyundai,Ireland,732
Ford,Poland,957
Infiniti,South Africa,947
Lexus,America,526
GMC,Ireland,986
Volkswagen,Poland,928
Toyota,South Africa,756
Mercury,America,824
Volkswagen,Ireland,726
Jaguar,Poland,658
Ford,South Africa,731
Ford,India,740
Subaru,Australia,987
Buick,Srilanka,876
Cadillac,India,725
Mazda,Australia,772
Chevrolet,Srilanka,736
Dodge,India,644
Honda,Australia,956
Honda,Srilanka,949
Volkswagen,India,523
Mitsubishi,Australia,961
Mercury,Srilanka,861
Dodge,India,812
Lexus,Australia,908
Honda,Srilanka,805
Suzuki,India,888
Nissan,Australia,613
Plymouth,Srilanka,860
Ford,India,593
Maserati,Australia,822
Chevrolet,Srilanka,781
Pontiac,India,891
Audi,South Africa,923
Audi,America,799
Acura,Ireland,612
Lotus,Poland,753
Land Rover,South Africa,762
Chevrolet,America,645
Mitsubishi,Ireland,900
Chrysler,Poland,932
Mercury,South Africa,821
Mercedes-Benz,America,763
Dodge,Ireland,776
GMC,Poland,505
Ford,South Africa,646
Suzuki,America,971
Ford,Ireland,888
Jaguar,Poland,780
Kia,South Africa,690
Chrysler,America,687
Ford,Ireland,768
Lotus,Poland,728
Land Rover,South Africa,781
Chrysler,America,686
GMC,Ireland,748
Hyundai,Poland,832
Suzuki,South Africa,715
Chevrolet,America,748
GMC,Ireland,789
Nissan,Poland,544
BMW,South Africa,594
Lotus,America,505
Nissan,Ireland,710
Ford,Poland,648
Chevrolet,South Africa,982
Ford,America,786
Mazda,Ireland,985
Dodge,Poland,930
Nissan,South Africa,965
Dodge,America,909
Ford,Ireland,800
Jaguar,Poland,893
Chrysler,South Africa,794
Porsche,America,639
Nissan,Ireland,838
Audi,Poland,507
Acura,South Africa,713
Ford,America,871
Cadillac,Ireland,861
Pontiac,Poland,893
Volvo,South Africa,721
Dodge,India,507
BMW,Australia,635
Toyota,Srilanka,810
Ford,India,667
Chevrolet,Australia,700
Chevrolet,Srilanka,866
Chrysler,India,732
Nissan,Australia,503
Chevrolet,Srilanka,804
Audi,India,596
Toyota,Australia,546
Toyota,Srilanka,631
Scion,India,630
Infiniti,Australia,787
Lexus,Srilanka,938
Lotus,India,597
Dodge,Australia,737
Plymouth,Srilanka,527
Mercedes-Benz,India,712
Jaguar,Australia,611
Maybach,Srilanka,743
Toyota,India,621
Toyota,South Africa,984
Volkswagen,America,941
GMC,Ireland,713
Hyundai,Poland,811
GMC,South Africa,907
Kia,America,896
Ford,Ireland,525
Nissan,Poland,814
Mazda,South Africa,808
Suzuki,America,779
Isuzu,Ireland,876
Mitsubishi,Poland,541
Isuzu,South Africa,790
Ford,America,697
Suzuki,Ireland,730
Chevrolet,Poland,892
Pontiac,South Africa,858
Kia,America,791
Subaru,Ireland,919
BMW,Poland,951
Eagle,South Africa,639
Lamborghini,America,831
Volvo,Ireland,751
Cadillac,Poland,814
Plymouth,South Africa,807
Jeep,America,543
Nissan,Ireland,615
Pontiac,Poland,529
Mercedes-Benz,South Africa,882
Cadillac,America,891
GMC,Ireland,730
Mercury,Poland,721
Subaru,South Africa,948
GMC,America,956
Mazda,Ireland,790
Nissan,Poland,948
Lexus,South Africa,645
Porsche,America,928
Chevrolet,Ireland,756
Chevrolet,Poland,549
Buick,South Africa,828
Infiniti,America,797
Ford,Ireland,980
Pontiac,Poland,953
Cadillac,South Africa,737
Toyota,America,848
Audi,Ireland,772
Ferrari,Poland,847
Lamborghini,South Africa,577
Daewoo,India,691
Acura,Australia,935
MINI,Srilanka,916
Isuzu,India,624
Eagle,Australia,913
Mercedes-Benz,Srilanka,590
Mazda,India,1000
Bentley,Australia,600
Plymouth,Srilanka,534
Mercury,India,885
Ford,Australia,650
Honda,Srilanka,717
Volkswagen,India,684
Hyundai,Australia,781
Nissan,Srilanka,584
Honda,India,537
Mercury,Australia,721
Kia,Srilanka,611
Mazda,India,717
Mitsubishi,Australia,671
Volkswagen,Srilanka,807
Honda,India,801
Volvo,South Africa,560
Mazda,America,995
Kia,Ireland,576
BMW,Poland,898
Ford,South Africa,875
Scion,America,644
Saab,Ireland,810
Chrysler,Poland,637
Toyota,South Africa,617
BMW,America,978
Chevrolet,Ireland,765
Chrysler,Poland,625
Mitsubishi,South Africa,784
Audi,America,681
Dodge,Ireland,897
Ford,Poland,524
Jeep,South Africa,915
Volvo,America,562
Volkswagen,Ireland,559
Chevrolet,Poland,857
Dodge,South Africa,775
Mercedes-Benz,America,623
Chevrolet,Ireland,821
Lexus,Poland,642
Chevrolet,South Africa,555
Ford,America,679
Subaru,Ireland,812
Pontiac,Poland,872
Pontiac,South Africa,652
Pontiac,America,974
Nissan,Ireland,705
Hyundai,Poland,706
Toyota,South Africa,956
Daewoo,America,985
Kia,Ireland,700
Mercedes-Benz,Poland,828
Mitsubishi,South Africa,634
Pontiac,America,897
GMC,Ireland,906
Volvo,Poland,673
Mitsubishi,South Africa,618
Kia,America,699
Toyota,Ireland,605
Dodge,Poland,889
Bugatti,South Africa,782
Ford,America,851
Infiniti,Ireland,635
Ford,Poland,676
Chevrolet,South Africa,789
Chevrolet,India,548
Mitsubishi,Australia,718
Chevrolet,Srilanka,572
Hyundai,India,636
Ford,Australia,514
Ford,Srilanka,813
Chevrolet,India,578
Acura,Australia,739
Dodge,Srilanka,891
Buick,India,938
Chevrolet,Australia,850
GMC,Srilanka,644
Mercedes-Benz,India,985
Toyota,Australia,966
BMW,Srilanka,723
GMC,India,693
Mercury,Australia,947
Nissan,Srilanka,910
Ford,India,657
Lotus,Australia,554
Isuzu,Srilanka,898
Audi,India,509
Volkswagen,South Africa,629
Saturn,America,873
Mitsubishi,Ireland,772
Toyota,Poland,955
Audi,South Africa,674
Buick,America,821
Mercedes-Benz,Ireland,539
Aston Martin,Poland,529
Mercury,South Africa,603
Ford,America,586
Pontiac,Ireland,872
Chevrolet,Poland,553
Mercedes-Benz,South Africa,924
Acura,America,664
Ford,Ireland,913
Honda,Poland,789
Toyota,South Africa,502
Pontiac,America,661
Audi,Ireland,757
Mercedes-Benz,Poland,601
Pontiac,South Africa,685
BMW,America,511
GMC,Ireland,592
Cadillac,Poland,506
Acura,South Africa,821
Audi,America,941
Saab,Ireland,658
Nissan,Poland,628
Mercury,South Africa,632
Chevrolet,America,869
Land Rover,Ireland,951
Volvo,Poland,557
Audi,South Africa,532
Nissan,America,894
Ford,Ireland,750
Nissan,Poland,934
Ford,South Africa,590
Subaru,America,854
Tesla,Ireland,914
Audi,Poland,889
Bentley,South Africa,803
Audi,America,958
Toyota,Ireland,844
Nissan,Poland,506
Chrysler,South Africa,936
Buick,America,717
Mercury,Ireland,677
Mercedes-Benz,Poland,576
Volvo,South Africa,815
Saab,India,849
Chevrolet,Australia,508
Bentley,Srilanka,722
Mazda,India,558
Oldsmobile,Australia,881
Chevrolet,Srilanka,815
Audi,India,691
Lincoln,Australia,746
Ford,Srilanka,938
Suzuki,India,760
Plymouth,Australia,846
Jeep,Srilanka,524
Lincoln,India,584
Toyota,Australia,847
Chevrolet,Srilanka,543
Mitsubishi,India,567
Mercedes-Benz,Australia,818
Infiniti,Srilanka,786
Nissan,India,571
Ford,Australia,624
Lotus,Srilanka,932
Chevrolet,India,849
Honda,South Africa,615
Honda,America,765
GMC,Ireland,852
Lexus,Poland,953
Acura,South Africa,516
Audi,America,702
Buick,Ireland,912
Chevrolet,Poland,749
Maserati,South Africa,839
Kia,America,642
Mercury,Ireland,681
Subaru,Poland,745
Mitsubishi,South Africa,855
Ford,America,865
Mercedes-Benz,Ireland,557
Volkswagen,Poland,786
Chevrolet,South Africa,578
GMC,America,501
Mitsubishi,Ireland,691
Buick,Poland,709
Mercedes-Benz,South Africa,595
Chevrolet,America,516
Saab,Ireland,507
Acura,Poland,916
Lincoln,South Africa,842
Mazda,America,795
Subaru,Ireland,558
Land Rover,Poland,847
Dodge,South Africa,693
Toyota,America,986
Saab,Ireland,596
Mitsubishi,Poland,678
BMW,South Africa,515
Chevrolet,America,973
Porsche,Ireland,558
Chevrolet,Poland,805
Lexus,South Africa,887
Honda,America,827
Mercedes-Benz,Ireland,629
Lotus,Poland,532
Hyundai,South Africa,788
Cadillac,America,859
Saturn,Ireland,655
Chevrolet,Poland,639
Ford,South Africa,542
Ford,America,651
Volvo,Ireland,538
Mazda,Poland,966
Audi,South Africa,900
Aptera,India,953
Ford,Australia,717
Buick,Srilanka,890
Hyundai,India,754
Ford,Australia,798
Lamborghini,Srilanka,941
Ford,India,645
Chevrolet,Australia,691
Ford,Srilanka,949
Mercury,India,799
Chevrolet,Australia,631
Jeep,Srilanka,968
Ford,India,645
Scion,Australia,952
Ford,Srilanka,627
Chevrolet,India,738
Ford,Australia,801
Saturn,Srilanka,506
Volvo,India,999
Subaru,Australia,706
Isuzu,Srilanka,987
Dodge,India,698
Toyota,South Africa,898
Hummer,America,595
Ford,Ireland,831
Mazda,Poland,765
Pontiac,South Africa,768
Saturn,America,631
Ford,Ireland,503
Ford,Poland,969
Honda,South Africa,944
Pontiac,America,797
Pontiac,Ireland,944
Chevrolet,Poland,907
Mercedes-Benz,South Africa,552
Ford,America,754
Toyota,Ireland,620
Lincoln,Poland,958
Dodge,South Africa,660
Honda,America,771
Mitsubishi,Ireland,751
Lamborghini,Poland,958
Chevrolet,South Africa,957
Jeep,America,714
Lotus,Ireland,798
Toyota,Poland,617
Toyota,South Africa,907
Toyota,America,512
Toyota,Ireland,928
Porsche,Poland,692
Mazda,South Africa,946
Mazda,America,830
Lincoln,Ireland,902
Mitsubishi,Poland,632
Subaru,South Africa,565
GMC,America,937
Kia,Ireland,949
BMW,Poland,994
Jaguar,South Africa,639
Lamborghini,America,629
Mercury,Ireland,742
Acura,Poland,830
Dodge,South Africa,549
Kia,America,607
Mercedes-Benz,Ireland,672
Mitsubishi,Poland,759
Toyota,South Africa,760
Aptera,America,549
Acura,Ireland,898
Ford,Poland,710
Dodge,South Africa,959
GMC,India,544
Audi,Australia,677
GMC,Srilanka,814
Ford,India,784
Chevrolet,Australia,959
Infiniti,Srilanka,532
Ferrari,India,809
Chevrolet,Australia,928
Kia,Srilanka,755
Lincoln,India,963
Ford,Australia,573
MINI,Srilanka,937
Mercury,India,704
Volkswagen,Australia,676
Toyota,Srilanka,840
Toyota,India,618
GMC,Australia,613
Chrysler,Srilanka,738
Mitsubishi,India,898
Pontiac,Australia,670
Toyota,Srilanka,642
Jeep,India,807
Dodge,South Africa,668
Mazda,America,527
Chevrolet,Ireland,605
Chevrolet,Poland,680
Cadillac,South Africa,894
Porsche,America,816
Chevrolet,Ireland,793
Mercedes-Benz,Poland,529
Chevrolet,South Africa,556
Mercury,America,906
GMC,Ireland,777
Geo,Poland,561
Chevrolet,South Africa,529
Toyota,America,683
Lexus,Ireland,960
Toyota,Poland,669
Ford,South Africa,750
Mercedes-Benz,America,694
Mazda,Ireland,806
Honda,Poland,807
Mitsubishi,South Africa,596
Ford,America,851
Dodge,Ireland,795
Ferrari,Poland,597
Mitsubishi,South Africa,719
Chevrolet,America,605
Toyota,Ireland,920
Ford,Poland,972
Mercury,South Africa,775
Mazda,America,733
Honda,Ireland,880
Dodge,Poland,710
Mitsubishi,South Africa,756
BMW,America,707
Mercedes-Benz,Ireland,537
Chevrolet,Poland,781
Mazda,South Africa,514
Mitsubishi,America,963
Subaru,Ireland,735
Chevrolet,Poland,749
Dodge,South Africa,550
Oldsmobile,America,564
Buick,Ireland,781
Buick,Poland,633
GMC,South Africa,507
Chevrolet,America,843
Dodge,Ireland,668
Hyundai,Poland,617
Mercury,South Africa,854
Mercury,India,729
Buick,Australia,613
Land Rover,Srilanka,548
Saab,India,504
Mitsubishi,Australia,730
Jeep,Srilanka,581
Chevrolet,India,585
Ford,Australia,805
Infiniti,Srilanka,603
Isuzu,India,587
Chevrolet,Australia,969
Mercedes-Benz,Srilanka,887
Plymouth,India,604
Toyota,Australia,629
Mitsubishi,Srilanka,541
Nissan,India,888
Pontiac,Australia,778
Kia,Srilanka,811
Pontiac,India,887
Lexus,Australia,779
Porsche,Srilanka,587
Mercedes-Benz,India,797
Lincoln,South Africa,911
Nissan,America,924
Chrysler,Ireland,927
Cadillac,Poland,924
Chevrolet,South Africa,623
Subaru,America,574
Nissan,Ireland,888
Lexus,Poland,922
Toyota,South Africa,620
Dodge,America,670
GMC,Ireland,549
Ford,Poland,942
Nissan,South Africa,538
Dodge,America,558
Audi,Ireland,773
Lotus,Poland,828
Ford,South Africa,571
Infiniti,America,536
Ford,Ireland,517
Hyundai,Poland,628
Honda,South Africa,609
Mitsubishi,America,695
Porsche,Ireland,531
Volvo,Poland,824
Acura,South Africa,805
Chevrolet,America,805
Infiniti,Ireland,692
Isuzu,Poland,601
BMW,South Africa,703
Chevrolet,America,760
Isuzu,Ireland,647
Ford,Poland,688
Chevrolet,South Africa,792
Mazda,America,738
Buick,Ireland,563
BMW,Poland,800
Toyota,South Africa,689
Oldsmobile,America,892
Hyundai,Ireland,803
Chevrolet,Poland,851
Hyundai,South Africa,987
BMW,America,863
Lincoln,Ireland,702
Buick,Poland,695
Ford,South Africa,958
Buick,America,761
Toyota,Ireland,990
Chevrolet,Poland,805
Mercedes-Benz,South Africa,714
Saab,India,603
Volkswagen,Australia,809
Chrysler,Srilanka,631
Chrysler,India,808
Volkswagen,Australia,655
Chrysler,Srilanka,564
GMC,India,749
Volvo,Australia,832
Chevrolet,Srilanka,621
Panoz,India,992
Ford,Australia,639
Kia,Srilanka,709
Mitsubishi,India,700
Ford,Australia,876
GMC,Srilanka,524
Mercedes-Benz,India,860
Mitsubishi,Australia,517
Lexus,Srilanka,793
Audi,India,814
Audi,Australia,804
Chevrolet,Srilanka,955
Volkswagen,India,540
Ford,South Africa,841
Suzuki,America,805
Mazda,Ireland,696
Subaru,Poland,847
BMW,South Africa,688
Ford,America,795
Dodge,Ireland,868
Chevrolet,Poland,544
Subaru,South Africa,975
Chrysler,America,906
Nissan,Ireland,943
Toyota,Poland,607
BMW,South Africa,736
Infiniti,America,861
Maybach,Ireland,559
Ford,Poland,629
Mazda,South Africa,577
Mazda,America,597
Chevrolet,Ireland,612
Mazda,Poland,778
Hyundai,South Africa,780
GMC,America,759
Mercedes-Benz,Ireland,594
Dodge,Poland,647
Chevrolet,South Africa,599
Ford,America,785
Infiniti,Ireland,823
Pontiac,Poland,990
Volvo,South Africa,811
Land Rover,America,876
Mercury,Ireland,747
BMW,Poland,672
Plymouth,South Africa,621
Toyota,America,762
Dodge,Ireland,627
Chrysler,Poland,614
Chevrolet,South Africa,933
Chevrolet,America,588
Lotus,Ireland,855
Nissan,Poland,597
GMC,South Africa,737
Mercedes-Benz,America,849
Subaru,Ireland,771
Kia,Poland,513
Lincoln,South Africa,522
Jeep,America,901
Ford,Ireland,924
Nissan,Poland,897
Ford,South Africa,538
Toyota,India,541
Chevrolet,Australia,592
Spyker,Srilanka,580
Lincoln,India,703
Ford,Australia,816
Ford,Srilanka,605
Bentley,India,846
Lexus,Australia,954
Chrysler,Srilanka,596
Subaru,India,837
Toyota,Australia,808
Jeep,Srilanka,727
Volkswagen,India,593
Oldsmobile,Australia,858
GMC,Srilanka,749
Dodge,India,774
GMC,Australia,589
Land Rover,Srilanka,833
GMC,India,530
BMW,Australia,946
Dodge,Srilanka,650
Dodge,India,733
Audi,South Africa,699
Ford,America,719
Holden,Ireland,841
Kia,Poland,745
Chevrolet,South Africa,874
Acura,America,746
GMC,Ireland,973
Lexus,Poland,507
Ford,South Africa,627
Mercury,America,915
Hyundai,Ireland,716
Mazda,Poland,925
Aston Martin,South Africa,811
Mercury,America,910
Ford,Ireland,793
Pontiac,Poland,658
Dodge,South Africa,582
Chrysler,America,653
GMC,Ireland,570
Ford,Poland,628
Mercury,South Africa,916
Volvo,America,679
Mercedes-Benz,Ireland,672
Volkswagen,Poland,577
Mitsubishi,South Africa,805
Toyota,America,570
Audi,Ireland,613
Toyota,Poland,579
Nissan,South Africa,1000
Buick,America,669
Toyota,Ireland,604
Ford,Poland,889
Chrysler,South Africa,698
Acura,America,666
Lincoln,Ireland,586
Dodge,Poland,663
Mazda,South Africa,733
Mazda,America,528
Land Rover,Ireland,889
Buick,Poland,920
Lexus,South Africa,753
Mitsubishi,America,799
Chrysler,Ireland,766
Chrysler,Poland,776
Mitsubishi,South Africa,760
Pontiac,America,698
Panoz,Ireland,589
Chevrolet,Poland,827
Chevrolet,South Africa,903
Audi,India,953
Lincoln,Australia,521
Volvo,Srilanka,967
Volvo,India,800
Toyota,Australia,952
Hyundai,Srilanka,762
Lincoln,India,929
Chevrolet,Australia,779
Lotus,Srilanka,542
Dodge,India,866
BMW,Australia,598
Pontiac,Srilanka,824
Lincoln,India,730
Mercedes-Benz,Australia,956
Bentley,Srilanka,834
Volkswagen,India,876
Subaru,Australia,517
Nissan,Srilanka,780
Mitsubishi,India,978
Suzuki,Australia,575
Honda,Srilanka,582
Lexus,India,570
